parishId,parishSlug,parishName,website,type,lat,long,parishAddress,parishDiocese,parishDioceseSlug,dioceseUrl,parishFamily,parishFamilySlug,parishDeanery,parishDeanerySlug,sundayMassTimes,dailyMassTimes,latinMass,confessionTimes,adorationTimes,overnightAdoration,benedictionTimes,devotions,parishCityCounty,parishCityCountySlug,parishProvinceState,provinceStateSlug,parishCountry,parishCountrySlug,parishPhone,parishEmail,parishNationality,parishPhotos,cathedral,basilica,shareBuildingSlug,shareBuildingName,parishesNotes,parishesLastUpdate
238,st-matthew-oakville,St. Matthew,https://www.saintmatthew.ca,,43.440596,-79.71799,"1150 Monks Passage, Oakville, ON L6M 1M2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 10:30; Sunday 12:00,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Tuesday 18:00-18:45; Saturday 15:30-16:30,,,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,(905) 825-0219,stmatthewoakville@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmatthewoakville.webp,,,,,"The Church is Open to the Public: Tuesday to Friday, 9:00 AM - 2:00 PM",1/2/2026
239,st-michael-oakville,St. Michael,https://www.stmichael-oakville.org,,43.4633,-79.694693,"181 Sewell Dr, Oakville, ON L6H 1E3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 12:30 (Spanish),Monday 08:00; Tuesday 08:00; Tuesday 18:30 (Spanish); Wednesday 08:00; Wednesday 18:30 (Spanish); Thursday 08:00; Thursday 19:00 (Bilingual); Friday 08:00; Friday 18:30 (Spanish); Saturday 09:00,,Wednesday 17:15-18:15; Friday 08:30-09:30; Saturday 15:45-16:45,First Friday 08:30; First Friday 19:00,,,First Friday 08:30 (Rosary); First Friday 19:00 (Rosary),Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,905-844-7971,stmichaelchurch@bellnet.ca,Spanish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmichaeloakville.webp,,,,,"First Friday: Exposition, Rosary & Benediction after morning and evening mass.",1/2/2026
240,st-michael-waterloo,St. Michael,https://www.stmichaelw.ca,,43.474715,-80.530603,"80 University Ave W, Waterloo, ON N2L 3C7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 19:00,Tuesday 19:00; Wednesday 12:15; Thursday 12:15; Friday 08:00,,Tuesday 18:15-18:45; Tuesday 19:45-20:15; Wednesday 12:00-12:15; Thursday 12:00-12:15; Friday 07:45-08:00; Friday 08:30-09:00; Saturday 16:00-16:45; Sunday 18:15-18:45,Tuesday 19:30-20:30; Friday 08:30-09:00,,,,Waterloo,waterloo-ontario-canada,Ontario,ontario,Canada,canada,(519) 884-9311,parish@stmichaelw.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmichaelwaterloo1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmichaelwaterloo2.webp,,,,,,1/2/2026
241,st-patrick-burlington,St. Patrick,https://stpatricksparish.ca,,43.368932,-79.73668,"196 Kenwood Ave, Burlington, ON L7L 4L8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:30; Thursday 08:30; Friday 08:30,,Saturday 16:00-16:30,,,First Friday 09:00,,Burlington,burlington-ontario-canada,Ontario,ontario,Canada,canada,905-632-6114,stpatrickburlington@hamiltondiocese.com,,,,,,,,1/2/2026
242,st-patrick-cambridge,St. Patrick,https://stpatrickscambridge.ca,,43.361401,-80.311023,"53 Wellington St, Cambridge, ON N1R 3Y6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 08:00; Sunday 09:00; Sunday 11:00,Tuesday 17:00; Wednesday 08:00; Thrusday 17:00; Friday 08:00,,Friday 08:30-09:30; Saturday 16:30-17:00,Friday 08:30-09:30,,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,519-623-3773,pastorstpatrickscambridge@gmail.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpatrickcambridge1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpatrickcambridge2.webp,,,,,,1/2/2026
243,st-patrick-hamilton,St. Patrick,https://www.stpatrickshamilton.ca,,43.252662,-79.856576,"440 King St E, Hamilton, ON L8N 1C6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:30; Sunday 19:15,Tuesday 12:15; Wednesday 12:15; Thursday 12:15; Friday 12:15,,Saturday 16:00-16:45,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-522-9828,parishoffice@stpatrickshamilton.ca ,,,,,,,,1/2/2026
244,st-paul-chung-kitchener,St. Paul Chung,https://www.stpaulchung.ca,,43.448962,-80.448626,"29 Midland Dr, Kitchener, ON N2A 2A9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Sunday 17:00 (Korean),Wedneday 20:00 (Korean); Friday 10:00 (Korean),,,,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,519-208-1913,infostpaulchung@gmail.com,Korean,,,,,,"Confessions are heard before masses.; Weekday masses take place at 67 Allen St. East, Waterloo",1/2/2026
245,st-paul-the-apostle-burlington,St. Paul the Apostle,https://www.stpaultheapostleburlington.com,,43.381749,-79.81975,"2265 Headon Rd, Burlington, ON L7M 4E2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 20:00,Monday 09:00; Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00; Saturday 09:00,,Saturday 15:30-17:00; First Friday 09:30-12:00,,,,,Burlington,burlington-ontario-canada,Ontario,ontario,Canada,canada,905-332-5115,stpaulburlington@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpaualtheapostleburlington1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpaualtheapostleburlington2.webp,,,,,Check the bulletin for the Adoration Schedule,1/2/2026
246,st-peter-the-apostle-durham,St. Peter the Apostle,https://stpeterandthemissions.com,,44.186582,-80.822068,"850 Garafraxa St N, Durham, ON N0G 1R0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,St. Peter and the Missions,st-peter-and-the-missions,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 11:00 (Latin Sung Mass),Tuesday 19:00 (Latin Low Mass); Thursday 09:00 (Latin Low Mass),yes,Tuesday 18:00-19:00; Thursday 08:45-09:00,Tuesday 18:00-19:00,,,,Durham,durham-ontario-canada,Ontario,ontario,Canada,canada,(519) 986-7445,stpeterandmissionsdurham@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpeterdurham.webp,,,,,,1/2/2026
247,st-paul-the-apostle-dornoch,St. Paul the Apostle,https://stpeterandthemissions.com,,44.309347,-80.854931,"315151 Hwy 6, Dornoch, ON N0G 1R0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,St. Peter and the Missions,st-peter-and-the-missions,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 16:00 (Latin Low Mass),,yes,,,,,,Dornoch,dornoch-ontario-canada,Ontario,ontario,Canada,canada,(519) 986-7445,stpeterandmissionsdurham@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpauldornoch.webp,,,,,,1/2/2026
248,st-joseph-markdale,St. Joseph,https://stpeterandthemissions.com,,44.317423,-80.645611,"85 Toronto St S, Markdale, ON N0C 1H0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,St. Peter and the Missions,st-peter-and-the-missions,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 17:30 (Latin Low Mass),Wednesday 09:00 (Latin Low Mass); Friday 09:00 (Latin Low Mass),yes,Wednesday 08:45-09:00; Friday 08:45-09:00; Saturday 17:00-17:30,,,,,Markdale,markdale-ontario-canada,Ontario,ontario,Canada,canada,(519) 986-7445,stpeterandmissionsdurham@hamiltondiocese.com,,,,,,,,1/2/2026
249,st-john-the-evangelist-glenelg,St. John the Evangelist,https://stpeterandthemissions.com,,44.233662,-80.695176,"384256 Concession Rd 4 Lot 17, West Grey, ON N0C 1K0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,St. Peter and the Missions,st-peter-and-the-missions,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00 (Latin Sung Mass); Sunday 13:00 (Traditional Latin Mass),,yes,Sunday 08:30-09:00; Sunday 12:30-13:00,,,,Sunday 08:30 (Rosary); Sunday 12:30 (Rosary),Glenelg,glenelg-ontario-canada,Ontario,ontario,Canada,canada,(519) 986-7445,stpeterandmissionsdurham@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohnglenelg.webp,,,,,,1/2/2026
250,st-peter-yu-hamilton,St. Peter Yu,https://cafe.daum.net/stpeteryu,,43.238325,-79.779418,"6 Heath St, Hamilton, ON L8H 3Y5, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Sunday 11:00 (Korean); Sunday 17:30 (Korean),Tuesday 20:00 (Korean),,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-545-3004,saintpeteryu@gmail.com,Korean,,,,,,,1/2/2026
251,paroisse-st-philippe-burlington,Paroisse St. Philippe,https://paroissestphilippe.ca,,43.325525,-79.799729,"472 Locust St, Burlington, ON L7S 1V1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 18:00 (French); Sunday 09:00 (French); Sunday 11:00 (French),,,,,,,,Burlington,burlington-ontario-canada,Ontario,ontario,Canada,canada,905-632-1802,stphilippe@cogeco.ca,French,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stphilippeburlington.webp,,,,,,1/2/2026
252,st-pius-x-brantford,St. Pius X,https://stpiusbrantford.ca,,43.164184,-80.271471,"9 Waverly St, Brantford, ON N3R 2L3 ,Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00; Sunday 19:00,Monday 09:00; Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Monday 08:45-09:00; Tuesday 08:45-09:00; Wednesday 08:45-09:00; Thursday 08:45-09:00; Friday 08:45-09:00; Saturday 16:00-16:30,Friday 08:00-08:50; Friday 09:30-15:00,,,,Brantford,brantford-ontario-canada,Ontario,ontario,Canada,canada,(519) 753-8439,office@stpiusbrantford.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpiusxbrantford1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpiusxbrantford2.webp,,,,,Friday Morning Adoration is in the Church and Friday 09:30-15:00 Adoration is in the Chapel,1/2/2026
253,st-raphael-burlington,St. Raphael,https://straphaels.ca,,43.354548,-79.766577,"4072 New St, Burlington, ON L7L 1S9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sudnay 11:00,Monday 09:00; Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:30,Monday 00:00-Sunday 23:59,yes,,,Burlington,burlington-ontario-canada,Ontario,ontario,Canada,canada,(905) 637-2346,straphaelburlington@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/straphaelburlington.webp,,,,,"Perpetual Adoration takes place in Adoration Chapel. For security reasons, those wishing to pray in the chapel during night hours must register with our parish office in person. You can do this during daytime office hours, 9:00 AM – 4:00 PM, Monday through Wednesday.",1/2/2026
254,st-stanislaus-kostka-hamilton,St. Stanislaus Kostka,https://www.stankostka.ca/en,,43.255744,-79.834915,"8 Saint Ann St, Hamilton, ON L8L 6P8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00 (Polish); Sunday 08:00 (Polish); Sunday 09:30; Sunday 11:00 (Polish); Sunday 12:45 (Polish),Tuesday 18:30 (Polish); Wednesday 18:30 (Polish); Thursday 18:30 (Polish); Friday 18:45 (Polish); Saturday 09:00 18:30 (Polish),,Tuesday 18:00-18:20; Wedensday 17:30-18:20; Thursday 18:00-18:20; Friday 17:30-18:20; Saturday 08:30-08:50; Saturday 16:00-16:45,Friday 17:30-18:30,,,Friday 18:30 (Divine Mercy Chaplet),Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 544-0726,ststanislaushamilton@hamiltondiocese.com,Polish,,,,,,,1/2/2026
255,st-stephen-of-hungary-hamilton,St. Stephen of Hungary,https://www.ststephenhamilton.church,,43.262429,-79.86017,"130 Barton St E, Hamilton, ON L8L 2W4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Sunday 10:30 (Hungarian),,,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-529-1213,ststephenhamilton@hamiltondiocese.com,Hungarian,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ststephenofhungaryhamilton.webp,,,,,Confessions are Upon Request - please call 905-529-1213,1/2/2026
256,st-teresa-of-avila-elmira,St. Teresa of Avila,http://www.stteresaelmira.ca,,43.591115,-80.572472,"19 Flamingo Dr, Elmira, ON N3B 1V3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00,,,,First Thursday 12:30-13:30,,,,Elmira,elmira-ontario-canada,Ontario,ontario,Canada,canada,519-669-3387,stteresaelmira@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stteresaofavilaelmira.webp,,,,,Check the bulletin for the weekly mass schedule.,1/2/2026
257,st-teresa-of-avila-kitchener,St. Teresa of Avila,http://stteresakit.ca,,43.467034,-80.487856,"44 Leonard St, Kitchener, ON N2H 6C8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 10:00,Tuesday 19:00; Wednesday 19:00; Thursday 08:30; Friday 08:30; First Friday 19:00; Saturday 09:00,,Tuesday 18:30-19:00; Wednesday 18:30-19:00; Thursday 08:00-08:30; Friday 08:00-08:30; Saturday 08:30-09:00; Saturday 16:30-16:50,First Friday 18:00-19:00,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,519-743-4525,stteresakitchener@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stteresakitchner1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stteresakitchner2.webp,,,,,"Saturday 09:00 Mass does not take place during August; On the first Friday on the month, only the even mass is celebrated.",1/2/2026
258,st-thomas-the-apostle-waterdown,St. Thomas the Apostle,https://www.stthomaswaterdown.com,,43.344812,-79.91587,"715 Centre Rd, Waterdown, ON L0R 2H0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:30,Tuesday 08:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Saturday 16:00-16:30,,,,,Waterdown,waterdown-ontario-canada,Ontario,ontario,Canada,canada,(905) 689-4857,stthomaswaterdown@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stthomastheapostlewaterdown1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stthomastheapostlewaterdown2.webp,,,,,,1/2/2026
259,sts-martyrs-canadiens-cambridge,Sts. Martyrs Canadiens,https://eglise-saints-martyrs-canadiens.ca,,43.361546,-80.313297,"71 Ainslie St N, Cambridge, ON N1R 1R2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Sunday 10:00 (French),,,Sunday 09:30-10:00; Sunday 11:00-11:30,,,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,519-622-4492,Stmartyrs15@gmail.com,French,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stsmartyrscanadienscambridge1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stsmartyrscanadienscambridge2.webp,,,,,,1/2/2026
260,sts-peter-and-paul-hamilton,Sts. Peter and Paul,https://www.stspeterandpaul.ca,,43.23863,-79.87498,"50 Brucedale Ave E, Hamilton, ON L9A 1M8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 10:00,Tuesday 08:30; Wednesday 08:30; Thursday 08:30; Friday 08:30,,Saturday 16:15-16:45,Friday 09:00-09:30,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-387-3550,stspeterandpaulhamilton@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stspeterandpaulhamilton.webp,,,,,Weekday Masses and Adoration take place in the Chapel.; Adoration only takes place from September to June.,1/2/2026
261,st-anthony-daniel-scotland,St. Anthony Daniel,https://blessedsacramentparish.ca,,43.026871,-80.376179,"57 Simcoe St, Brant, ON N0E 1R0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Blessed Sacrament and St. Anthony Daniel,blessed-sacrament-and-st-anthony-daniel,Brant,brant-diocese-of-hamilton-canada,Sunday 11:30,,,,,,,,Scotland,scotland-ontario-canada,Ontario,ontario,Canada,canada,(519) 449.5143  ,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanthonydanielscotland.webp,,,,,,1/2/2026
262,sacred-heart-teeswater,Sacred Heart,https://formosaparish.ca,,43.994937,-81.288836,"14 Gordon St W, Teeswater, ON N0G 2S0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of Immaculate Conception, Formosa",mission-of-immaculate-conception-formosa,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,Wednesday 09:00; Thursday 19:00,,Thursday 16:00-18:45,,,,,Teeswater,teeswater-ontario-canada,Ontario,ontario,Canada,canada,519- 367-5341,immaculateconceptionformosa@hamiltondiocese.com,,,,,,,,1/2/2026
263,st-anne-chesley,St. Anne,https://holyfamily.ca,,44.298441,-81.096727,"58 2nd Ave SW, Chesley, ON N0G 1L0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of the Holy Family,mission-of-the-holy-family,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,First Sunday 16:00; Third Sunday 16:00,,,,,,,,Chesley,chesley-ontario-canada,Ontario,ontario,Canada,canada,(519) 364-1973,info@holyfamily.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stannechesley.webp,,,,,,1/2/2026
264,st-francis-xavier-carlsruhe,St. Francis Xavier,https://holyfamily.ca,,44.109035,-81.047509,"233 Concession Rd 14, Walkerton, ON N4N 3C1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of the Holy Family,mission-of-the-holy-family,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 11:00,,,,,,,,Carlsruhe,carlsruhe-ontario-canada,Ontario,ontario,Canada,canada,(519) 364-1973,info@holyfamily.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stfrancisxaviercarlsruhe.webp,,,,,,1/2/2026
265,st-brigid-ayr,St. Brigid,https://www.bskchurch.ca,,43.288722,-80.451393,"50 Manley St, Ayr, ON N0B 1E0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of Blessed Sacrament, Kitchener",mission-of-blessed-sacrament-kitchener,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00,,,,,,,,Ayr,ayr-ontario-canada,Ontario,ontario,Canada,canada,519-742-5061,blessedsacrament1977@rogers.com,,,,,,,Saturday Vigil Mass is celebrated at Christ Church (Anglican),1/2/2026
266,st-mary-queen-of-heaven-linwood,St. Mary Queen of Heaven,https://stmaryslmc.ca,,43.580873,-80.724963,"1043 Isabella St, Linwood, ON N0B 2A0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of St. Clement, St. Clements",mission-of-st-clement-st-clements,Waterloo,waterloo-diocese-of-hamilton-canada,Sunday 09:00 (Latin); Sunday 11:00,Tuesday 19:00 (Latin); Wednesday 09:00 (Latin); Wednesday 16:00; Thursday 09:00 (Latin); Friday 19:00 (Latin); Saturday 09:00 (Latin),,,,,,,Linwood,linwood-ontario-canada,Ontario,ontario,Canada,canada,519-699-4425,stclementsparish@sympatico.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryqueenofheavenlinwood.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryqueenofheavenlinwood2.webp,,,,,Sunday 11:00 Masses only take place during the Fall/Winter months,1/2/2026
